1099;295;1108;296
335;289;339;302
167;266;29;127
456;480;469;480
319;165;364;165
242;267;262;261
1200;399;1209;400
360;243;361;229
128;22;120;18
505;435;533;436
464;483;455;482
333;168;326;167
1293;275;1285;276
413;207;373;208
807;419;741;454
125;326;146;325
175;260;181;262
793;294;792;304
1042;373;1050;370
202;86;213;97
254;272;244;272
255;376;255;360
818;415;827;412
378;221;414;220
958;294;958;305
267;265;253;271
528;368;528;381
180;269;171;265
196;243;204;249
148;325;155;326
652;277;654;285
511;185;525;185
928;414;910;411
110;311;209;311
783;419;786;428
1093;386;1090;392
828;415;810;420
1052;373;1042;377
770;351;831;352
481;180;503;179
470;281;486;281
481;287;470;286
323;360;323;375
223;108;235;121
855;310;869;310
830;357;823;354
1113;358;1099;365
20;115;12;97
181;236;189;231
371;189;372;174
388;350;398;349
787;426;797;421
505;274;523;275
551;438;541;438
665;225;680;225
221;115;156;49
1146;286;1136;291
446;168;449;179
783;355;783;375
370;229;372;219
435;331;429;338
381;205;416;205
205;251;196;258
409;146;416;146
33;13;26;24
1291;325;1314;325
616;420;615;413
154;46;146;39
278;210;276;220
220;226;216;218
1127;306;1125;292
159;43;197;81
989;436;956;421
259;369;279;369
510;157;504;158
618;373;629;358
193;381;193;391
1099;362;1114;355
987;412;980;408
946;396;942;413
1023;436;1014;447
53;542;0;542
978;407;968;403
637;307;652;306
1098;376;1101;385
1313;328;1291;327
566;472;546;472
229;221;235;218
751;420;762;414
411;373;412;363
442;176;438;181
422;247;421;263
148;511;170;512
1042;474;991;436
1015;449;1022;454
380;152;370;152
958;419;986;431
585;301;573;302
1071;510;1043;476
811;235;812;255
665;354;682;374
1001;415;1017;425
132;17;148;32
483;216;503;217
471;411;471;399
665;431;666;420
661;333;659;344
767;423;771;433
529;127;514;126
321;363;319;355
511;277;503;278
676;227;666;227
29;125;23;117
669;281;686;281
407;375;406;382
1120;354;1137;358
784;392;773;392
478;351;488;351
339;389;343;394
811;227;827;226
975;251;975;234
214;356;226;357
814;260;831;259
1357;333;1362;347
1093;195;1115;195
846;333;849;326
226;416;218;421
128;512;146;512
856;323;859;334
610;404;611;398
648;227;624;227
364;167;340;167
235;357;247;355
490;200;490;189
217;211;223;220
970;401;990;409
977;234;977;253
1115;197;1093;197
797;410;800;421
825;262;815;262
1032;450;1026;456
975;223;975;201
196;229;198;220
421;386;405;386
968;161;968;188
236;221;230;223
280;313;266;313
759;419;753;423
964;288;953;287
151;36;158;42
1131;261;1148;262
420;376;421;356
591;311;525;311
1025;455;1033;442
215;218;205;217
797;420;794;411
812;409;808;396
1010;425;1002;439
1261;133;1261;126
1137;358;1149;369
585;307;571;306
513;231;525;232
635;417;681;417
631;308;631;289
662;358;654;356
621;312;613;311
144;36;128;20
1144;369;1138;363
693;502;708;484
1045;474;1051;482
506;136;506;149
540;306;536;301
260;313;221;313
812;399;817;414
941;355;936;363
665;512;689;511
1106;380;1106;389
626;368;626;376
1141;312;1155;312
736;441;743;450
321;260;321;271
526;378;526;368
828;371;833;365
687;281;687;288
772;433;784;427
501;156;501;136
361;225;361;211
800;242;771;242
1261;146;1261;141
1286;290;1286;301
520;281;529;281
786;296;787;306
781;309;781;295
490;307;498;307
606;388;606;409
1285;302;1279;302
630;287;619;287
947;308;947;290
361;195;361;181
619;281;635;281
361;261;361;250
577;431;577;368
376;176;376;185
529;157;521;156
666;442;674;442
336;375;337;360
711;317;684;317
253;381;226;381
1119;316;1110;315
637;296;637;306
481;247;503;247
415;352;423;352
676;373;676;403
661;168;661;186
337;393;337;380
1256;122;1266;122
1267;123;1267;153
911;300;920;301
1059;491;1065;497
392;111;391;98
161;387;174;387
325;376;335;377
648;261;624;261
642;291;642;301
314;301;322;299
472;454;472;435
362;174;356;180
509;462;520;461
1000;437;1008;423
593;482;541;482
1098;447;1109;447
1001;356;1001;365
1096;241;1116;241
513;216;525;217
966;173;965;163
526;215;527;205
835;367;830;374
506;438;506;448
526;245;527;235
720;302;708;302
1252;462;1251;471
736;460;718;478
472;391;471;364
986;370;987;361
559;436;568;435
527;275;526;251
513;247;525;247
483;382;487;370
986;427;993;413
987;432;997;438
236;483;215;483
1321;426;1321;475
831;196;814;196
716;426;716;395
951;368;952;354
1236;262;1256;261
680;261;664;261
1080;311;1089;311
211;288;211;310
506;373;506;381
527;230;527;220
626;386;626;404
811;211;811;220
625;511;636;512
1244;511;1331;512
661;210;661;218
751;366;751;375
126;358;126;381
661;243;661;251
676;126;661;126
704;137;726;137
1279;261;1286;261
527;200;526;189
696;441;708;442
956;273;956;283
626;420;627;429
816;372;826;371
541;461;573;462
513;201;525;202
181;243;182;251
626;441;645;442
494;202;503;202
813;272;831;271
481;202;488;201
716;393;717;381
527;183;526;176
586;442;606;441
304;431;311;432
1003;317;1010;316
1336;371;1336;384
534;452;549;452
1056;447;1075;446
480;451;503;452
279;371;259;371
416;183;417;176
1291;211;1278;211
484;262;504;262
663;207;674;206
996;211;978;211
481;232;503;232
681;241;663;241
1035;447;1043;446
1205;312;1213;311
1316;312;1331;311
796;377;806;377
1093;261;1115;262
1134;241;1146;241
1215;311;1239;312
413;167;373;167
1279;242;1293;241
503;166;481;166
393;96;399;97
1098;368;1092;374
624;224;638;225
166;379;166;366
710;486;693;508
1028;459;1044;473
1065;499;1072;509
674;367;666;360
771;413;762;417
1011;447;1020;433
731;434;739;428
724;374;717;370
420;302;406;302
1000;440;1010;445
321;225;359;226
908;311;920;311
1291;197;1276;197
850;313;846;307
510;243;511;231
753;441;744;427
1007;422;1000;418
942;417;933;415
771;240;800;240
323;380;322;389
361;158;326;158
125;458;125;394
108;365;108;383
1075;409;1075;394
941;175;965;175
336;483;318;483
683;383;683;401
1188;404;1188;430
423;365;423;376
920;308;899;308
499;143;488;143
774;260;798;260
603;353;588;353
359;228;321;228
1293;178;1275;178
566;353;555;353
305;365;319;365
105;325;105;315
816;125;826;125
373;165;383;165
1320;325;1330;325
259;365;274;365
171;130;181;130
636;480;653;480
996;263;983;263
1261;525;1285;525
964;263;940;263
898;384;918;386
546;480;574;480
664;270;678;270
1276;195;1291;194
995;243;979;243
489;438;475;438
1236;195;1258;195
1133;195;1148;195
825;310;841;310
184;257;178;248
995;415;989;428
747;426;754;438
351;96;350;88
491;303;491;293
309;411;319;411
511;300;511;291
417;229;417;239
286;356;294;356
475;436;495;436
659;157;649;157
970;422;976;409
1126;251;1126;234
1030;434;1037;439
1091;370;1099;362
1186;431;1186;381
720;471;735;457
742;430;732;438
910;388;896;387
1125;191;1126;168
616;395;616;388
396;428;390;432
333;356;346;356
717;369;715;360
257;373;257;395
939;411;943;398
301;356;311;356
744;451;752;445
492;189;493;198
726;307;708;307
510;256;511;249
418;187;398;187
979;409;973;424
511;196;511;186
646;301;646;291
448;126;438;132
437;129;446;123
510;211;511;201
319;367;295;367
1126;220;1126;201
1137;160;1137;168
321;385;321;369
875;310;886;311
363;152;350;152
358;356;374;356
372;61;372;74
1281;125;1289;126
280;367;259;367
420;131;426;131
1125;280;1126;274
552;494;552;503
996;197;980;197
525;187;515;187
326;156;364;156
781;378;781;365
977;213;977;220
503;182;494;182
843;312;825;312
798;262;774;262
940;261;964;261
127;394;127;458
107;315;107;325
106;383;106;365
449;217;440;217
681;401;681;381
488;140;499;141
488;182;481;182
678;272;664;272
532;440;532;450
980;261;996;261
779;312;771;312
1148;197;1133;197
966;186;965;179
1258;197;1236;197
977;173;977;181
979;241;995;241
977;143;977;154
1077;394;1077;409
215;481;231;481
956;270;965;271
1285;527;1261;527
965;177;941;177
318;481;336;481
1340;342;1330;342
1331;327;1320;327
653;482;636;482
448;312;441;312
586;351;603;351
1129;126;1144;125
204;422;193;422
555;351;568;351
494;351;506;351
826;127;816;127
1275;175;1293;176
393;187;381;187
181;132;171;132
191;391;190;385
510;181;511;171
899;306;919;306
